#X  # 1                #2                #3                 #4                 #5                 #6
0.1 0.3480555005109434 0.353282570340793 0.3673434524906332 0.3726235814358419 0.3769880480500945 0.3800864026774584
0.2 0.4123671272920542 0.415669514711912 0.4253877005347594 0.4380952380952381 0.4450878640186409 0.4552846053498315
0.3 0.4487068965517241 0.459406351622500 0.4705327675624705 0.4884729984768217 0.4935365006493702 0.4997342817431117
0.4 0.4641812759147450 0.473731472018242 0.4878055128972643 0.4951399532144874 0.5002036897761977 0.5028795811518325
0.5 0.4713000138446628 0.480224622570927 0.4956222160356347 0.4943672720018192 0.4965743913886281 0.511677523169583
0.6 0.4714540733528075 0.485301436722348 0.4953474857096075 0.4939926593661455 0.4977430485082200 0.5202290393217033
0.7 0.4792987294395745 0.491035230352303 0.4936089735228903 0.4973443456331828 0.5054158534314728 0.514679274434963
0.8 0.4857043208879246 0.493191329627499 0.4939455821262031 0.4984451132883617 0.5062265315869792 0.5173621152139445
0.9 0.4843673320975694 0.491671945940238 0.4927969591384226 0.4977957336780866 0.5011950139074894 0.511285028280852
1.0 0.4832278878467680 0.494899622528860 0.4890098541780721 0.4931876745513741 0.5055342126497738 0.5166843220338984
